uuid,Keywords,label
1187,Group mobility; Opportunistic routing; Device-to-device communication; Mobile social networking; Social awareness,0
1188,Video quality assessment; Texture operator; Spatio-temporal texture analysis; Machine learning; Random forest regression,0
1189,Graph matching; Distributed local search; Self-organizing map; GPU,0
1190,high-performance grinding; high-speed grinding; grinding; abrasives; super-abrasive; CBN,0
1191,Function analysis diagram; Functional interactions; Functional representation; Geometric features; Prior art; Semantics; Working principle,0
1192,5G; radio access networks; machine-to-machine communication; Pareto optimization,0
1193,Kidney; Lupus; Macrophage; Nephritis; Treatment.,1
1194,Iron; Muscles; Feature extraction; Protocols; Graphical user interfaces; Trajectory; Surface treatment; Event-driven; experimental protocol; functional electrical stimulation; motion analysis; surface electromyography,1
1195,Pedestrian detection; Taylor feature transform; integral channel feature,0
1196,Neural architecture search; temporal convolutional networks; deep learning; edge computing; energy efficiency,0
1197,Superpixel segmentation; differential evolution; seeding; preprocessing; clustering,0
1198,Blockchains; Interoperability; Security; Autonomous aerial vehicles; Industries; Scalability; Safety; Blockchain; unmanned aerial vehicles; interoperability; cybersecurity; survey,0
1199,Cross-modality learning; deep learning; retinal image; vessel segmentation,1
1200,High-throughput screen; Hnrnpk; Neurodegeneration; Prion; Protein aggregation.,1
1201,Additive manufacturing; Industry 4; 0; CAD-CAM-CAPP-CNC; digital thread; digital chain; rapid prototyping; 3D printing,0
1202,allometry; modelling; paediatric; pharmacometrics; physiologically based pharmacokinetics; simulation.,1
1203,Face authentication; Speaker authentication; Bi-modal authentication; Gaussian mixture model; Session variability; Inter-session variability; Total variability; I-vector; Fusion,0
1204,Simultaneous localization and mapping; dynamic environment; semantic; visual-inertial system,0
1205,Steganalysis; Spatial domain steganalysis; Denoising kernels,0
1206,Image segmentation; Tumors; Graph neural networks; Three-dimensional displays; Feature extraction; Two dimensional displays; Semantics; Brain glioma; conditional random field; graph convolutional network; image segmentation,1
1207,parallel pathways; posterior insular cortex; primary somatosensory cortex; thermosensation; whole-brain connectivity.,1
1208,Three-dimensional displays; Image segmentation; Spatial resolution; Imaging; Medical services; Lesions; Planning; Calcification; convolutional neural networks; encoder-decoder; optical coherence tomography,1
1209,Cylindric partitions; Partition diamonds; Partition identities; Skew double-shifted plane partitions; Weighted partition identities.,1
1210,Image segmentation; prostate MR image; domain adaptation; convolutional neural network; boundary-weighted loss,1
1211,Image reconstruction; Imaging; Magnetic resonance imaging; Data models; Training; Deep learning; Supervised learning; MR reconstruction; deep learning; learned data consistency; dynamic magnetic resonance imaging,1
1212,automated experiments; ferroelectrics; machine learning; non-linearity; piezoresponse force microscopy.,1
1213,GPU; memory patterns; SpMV; sparse matrices,0
1214,Faces; Face recognition; Three-dimensional displays; Generators; Encoding; Surface reconstruction; Two dimensional displays; Face frontalization; face pose reconstruction; Generative Adversarial Network; face rotation,0
1215,Ti,1
1216,Feature extraction; Liver; Convolution; Image segmentation; Tumors; Data mining; Biomedical imaging; Frequency analysis; deep learning; liver segmentation; mU-Net; U-Net,1
1217,effectiveness environmental education method; art; painting; classroom teaching effect,0
1218,Graves' disease; Hashimoto' thyroiditis; TRAb; TSBAb; hyperthyroidism; hypothyroidism.,1
1219,Anomaly detection; Ensemble systems; Positive unlabeled data; Accuracy at top,0
1220,Spatiotemporal phenomena; Biological system modeling; Task analysis; Predictive models; Meteorological radar; Convolutional neural networks; Simultaneous localization and mapping; Long short-term memory (LSTM); precipitation nowcasting; sequence prediction; spatiotemporal,0
1221,Predictive models; Task analysis; Tumors; Computational modeling; Pathology; Breast; Training; Deep reinforcement learning; computational pathology; immunohistochemical scoring; breast cancer,1
1222,human pose estimation; whole-body pose estimation; deep learning; multi-scale representations; waterfall module; atrous spatial pooling; adaptive convolutions; disentangled keypoint regression,0
1223,digital twin; urban planning; urban governance; tools and techniques; geospatial technologies; climate action,0
1224,HIV prevention; behavioral congruence; lubricant; microbicide; microbicides; on demand; pharmacokinetic; rectal.,1
1225,ADMET; COVID-19; Molecular dynamics; Reverse docking; Saussurea costus.,1
1226,Cell cycle; Chemotherapy sensitivity; DNA damage repair; Endometrial cancer; FANCD2; Proliferation.,1
1227,Deep learning; Computer vision; Convolutional neural network; Data augmentation; Dropout; Fruit category classification; Parametric rectified linear unit,0
1228,squirrel-cage induction motors; finite elements; optimal synthesis,0
1229,Channel routing; Detailed routing; Design automation; Optical circuits,0
1230,Saliency; Salient object detection; Spectral graph cut; Diffusion maps; Probabilistic model; One-class classification,0
1231,Chronology; Parietal art; Burial; Gravettian; U-Th dating; C-14 dating,0
1232,Streaming media; Discrete cosine transforms; Distortion; Video coding; Standards; Art; Deblocking filter; H; 264; steganalysis; steganography; transform coefficient,0
1233,Image segmentation; Task analysis; Training; Biomedical imaging; Magnetic resonance imaging; Computed tomography; Annotations; CNN; deep learning; domain adaptation; multi-modal imaging; segmentation,1
1234,Fecal microbiota transplantation; Intestinal flora; Intestinal flora diversity; NF-κB; Ulcerative colitis.,1
1235,3D models; anatomy education; neuroanatomy; technology; video.,0
1236,Alternating direction multiplier method; common and individual feature extraction; flat-field correction; hyperspectral microscopy imaging; vignetting,1
1237,Nutrient supplementation; Food elimination; Food substitution; HIV; ART; Ghana,1
1238,Classification; deep learning; epilepsy; EEG; interictal; preictal; seizure prediction,0
1239,Structured low-rank matrix; infimal convolution; compressed sensing; image recovery,0
1240,Hausdorff distance; Mathematical morphology; Similarity; Registration; Parallelism,0
1241,Gastrointestinal surgery; Interventional radiology; Vascular surgery.,1
1242,thermal impedance; junction temperature; foster network; Cauer network; least squares,0
1243,Abdomen; endoscopic image analysis; endoscopy; feature matching; robust estimation,0
1244,Terms & mdash;Audio-visual learning; unified model,0
1245,Cultural Resource Management; Geoarcheology; Heritage Science; Rock Art Stability Index (RASI); Cultural Stone Decay; Heritage Conservation,0
1246,Perspective scale invariant feature transform; Image registration; Perspective transform; Remote sensing image,0
1247,Differential feed; InP HBT; terahertz amplifier,0
1248,Bayes methods; Uncertainty; Data models; Speech processing; Computational modeling; Training; Analytical models; Bayesian methods; embeddings; topic identification,0
1249,Block matching; sparsity; single image super-resolution,0
1250,Antidepressants; Effects; Environmental levels; SSRIs; Serotonin.,1
1251,energy storage; marine; ocean; offshore; renewable energy,0
1252,Chestnut starch; Flavonoids; Heat-moisture treatment; Hydrogen bond interactions; Retrogradation.,1
1253,demosaicing; color filter array; linear regression; interpolation; guided filter,0
1254,comic strip; photo strip; spatiotemporal narrative; space-time cube; virtual environment,0
1255,wearable augmented reality; art gallery; interactive services; theory of planned behavior; smart tourism,0
1256,antiferroelectricity; antiferromagnetic spinel; inversion disorder; neutron magnetic diffuse scattering; single-crystal growth.,1
1257,Detection; Dual-mode biosensor; Fluorescence; Magnetic relaxation switch; Ricin B toxin.,1
1258,Fourier aggregation; Image deblurring; Magnetic resonance imaging; Motion artifacts; Robust imaging.,1
1259,Fabaceae; Retama sphaerocarpa; megastigmanes; plant secondary metabolites; spectroscopic methods.,1
1260,National Council on Radiation Protection and Measurements; positron emission tomography; computed tomography; shielding,1
1261,Boolean functions; Table lookup; Logic gates; Benchmark testing; Optimization; Tools; Disjoint-support decomposition; functional decomposition; logic synthesis; majority operation,0
1262,antibiotic; apexification; dental treatment; endodontic treatment; intracanal disinfectant; pulp regeneration; triple antibiotic paste.,1
1263,Feature extraction; Spatiotemporal phenomena; Noise measurement; Computational modeling; Image segmentation; Data mining; Angiography; Algorithm unrolling; RPCA unrolling network; X-ray coronary angiography; vessel extraction; sparse feature selection; super-resolution,1
1264,Atrazine; Common carp gill; Inflammation; Necroptosis.,1
1265,The Arts; sustainable development; sustainability; bibliometrics,0
1266,VIDMAP; artifact mapping; detection,0
1267,creative place-making; food; events; art; community building; quality of place; urban geography,0
1268,laser beam machining (LBM); welding; surface treatment; micro-machining; ablation,0
1269,Kalman Filtering; Machine Learning; Mach-Zehnder Interferometer; Michelson Interferometer; Optical Coherence Tomography; Spectral Calibration; Swept Source Optical Coherence Tomography,0
1270,Colonoscopy; Image segmentation; Benchmark testing; Real-time systems; Cancer; Videos; Biomedical imaging; Medical image segmentation; ColonSegNet; colonoscopy; polyps; deep learning; detection; localisation; benchmarking; Kvasir-SEG,0
1271,cardiomyopathies/surgery; case report; heart transplantation/adverse effects; heart-assist devices.,1
1272,Saliency maps; Egocentric vision; Object recognition; Vision modelling; Image processing; Video processing,0
1273,Triticum aestivum; composite transport model; drought stress; hydrostatic gradient; mobilization; osmotic adjustment; remobilization; water-soluble carbohydrates (WSC).,1
1274,thermography; infrared; deep learning; feature extraction; diabetic foot,0
1275,Context and content links; latent semantic space; low-rank method; social Media; multimedia information networks,0
1276,Analysis operator learning; geometric conjugate gradient; image reconstruction; inverse problems; oblique manifold,0
1277,DNA damage; Human lung organoid; Particulate matter; Respiratory syncytial virus; Stress granule.,1
1278,Spain; baby boom; contraceptive methods; fertility; fertility decline; low fertility.,1
1279,Deep learning; Image recognition; Shape; Lighting; Benchmark testing; Image representation; Performance analysis; benchmark; household garbage; image classification; deep convolutional neural networks,0
1280,Compressed sensing; iterative thresholding; MRI; sparse models; tight frames,1
1281,AKI prediction; Algorithms; Artificial intelligence; ICU Nephrology; Machine learning.,1
1282,China; intimate partner violence; long-acting injectable PrEP; men who have sex with men; pre-exposure prophylaxis; willingness to use PrEP.,1
1283,HepaRG; genetic toxicology; micronucleus test; mixture risk assessment; pyrrolizidine alkaloids; relative potency.,1
1284,22q13 deletion; Anestesia general; Autism; Autismo; Deleción 22q13; General anesthesia; Syndrome of Phelan-McDermid; Síndrome de Phelan-McDermid.,1
1285,Candidate list reduction; fingerprints; identification; indexing; indexing scores,0
1286,Dietary supplementation; Ginseng; Liquid chromatography-tandem mass spectrometry; Method development; Natural products; Reference materials.,1
1287,GIS; Global terrestrial human footprint; Human Development Index; Land cover change; Wetlands.,1
1288,Biotransformation; cytochrome P450; microsome; poultry; sulfone.,1
1289,Cartesian genetic programming; hyparameters optimization; ensemble; CNNs; histol-pathaological image classification,0
1290,Navigation; Subspace constraints; Visualization; Layout; Hippocampus; Computational modeling; Aerospace electronics; Episodic memory; fine-tuned motion control; fusion adaptive resonance theory (ART) networks; spatial memory; topological graphs,0
1291,Antennas; Optimization; MIMO communication; Statistics; Sociology; Convergence; Heuristic algorithms; Antenna optimization; global electromagnetic (EM)-based optimization; multigroup differential evolution,0
1292,Bayesian inference; lidar; multispectral imaging; obscurants; poisson noise; robust estimation; 3D reconstruction,0
1293,UCP1; muscle; thermogenesis; ureter; uterus.,1
1294,Radar; Radar antennas; Automotive engineering; Receiving antennas; Transmitting antennas; Aperture antennas; Autonomous vehicles; Automotive radar; wide aperture radar; high resolution radar; autonomous driving radar,0
1295,Deep learning; image parsing; marginal space learning; sparse representations; three-dimensional (3D) object detection and segmentation,0
1296,Feature extraction; Neural networks; Convolution; Collaboration; Fuses; Data models; Adaptation models; Collaborative filtering; neural recommendation models; cross feature fusion; attention networks,0
1297,Big data; Industrial Symbiosis; Mass Flow Analysis; Recovery; Reuse; Steel slag.,0
1298,geodiversity; geopark; site-specific art; France; Spain,0
1299,Audio classification; deep neural networks; MFCC; modulation spectrum; wavelets,0
1300,Bluegrass music; Death and dying; History of bioethics.,1
1301,cultural heritage; camera characterization; polynomial regression; Gaussian processes; colorimetry; CIE color spaces; noise analysis,0
1302,Terms-Active shield; hardware security; invasive attack; micro-probing attempt; top metal shield,0
1303,Neurons; Image segmentation; Measurement; Three-dimensional displays; Image reconstruction; Semantics; Electron microscopy; Connectomics; deep metric learning; dense embeddings; electron microscopy; image segmentation; neuron reconstruction,1
1304,cornea storage; corneal blindness; corneal transplantation; corona virus disease; covid 19; keratoplasty.,1
1305,Fragments; Sublime; Memory; Lyotard; Kant; Art; Affect; Pedagogy; Mosaic; Earthquakes,0
1306,ART model; Mediterranean; Multiple regression; Prediction; Sediment yield; Soil erosion; Spanish reservoirs,0
1307,Generative adversarial network; confidence guidance; multi-modal MR image synthesis; glioma; segmentation,1
1308,Stencil printing process; Cleaning profile selection; Recurrent neural network (RNN); Long short-term memory (LSTM),0
1309,Image denoising; nonlocal-means; Poisson noise; stochastic distances,0
1310,Microscopy; Image segmentation; Training; Adaptation models; Task analysis; Annotations; Data models; Nucleus detection; cell detection; domain adaptation; deep neural networks; generative adversarial networks; microscopy image analysis,1
1311,Low-power and high-efficiency energy harvesting; magnetic tunnel junction (MTJ); microwave power transmission; rectifier; Schottky diode; signal detection; spin polarized transport,0
1312,Electromagnetic transients; EMTP; power system models; real-time digital simulation,0
1313,Human health risk assessment; Microplastics; Physicochemical cycle; Plastic pollution; Toxicity.,1
1314,2D materials; dielectric function; graphene; van der Waals interactions.,1
1315,endoscopic sinus surgery; nasal polyps; paranasal sinus; revision; samter’s syndrome.,1
1316,ADAS; autonomous vehicles (AVs); collision prediction; graph learning; scene graph,0
1317,Ultrasound; motion detection; image-based gating; IVUS,1
1318,Automated algorithm design; Grammatical evolution; Ensemble differential evolution; Parameter tuning; Meta evolutionary approach,0
1319,LGBTQIA; campus; domestic violence; intersectionality; sexual violence; violence.,1
1320,Light field image coding; Viewpoint scalability; Viewpoint random access; HEVC,0
1321,Aerosol; ATOFMS; PMF; Single particle analysis; K-means; ART-2a,0
1322,Albumin; Glycosaminoglycan; Proteoglycan; Reflection coefficient; Vascular permeability.,1
1323,Blades; Wind turbines; Data models; Wavelet domain; Correlation; Ice; Mathematical models; Graph convolutional network (GCN); time series classification; wavelet transform; wind turbine,0
1324,chicken; growth performance; immunity; probiotics; tannin.,1
1325,shift-invariant learning; dictionary learning; sparse representations,0
1326,Semantic heterogeneity; semantic technologies; ontology matching; ontology alignment; schema matching,0
1327,Breast cancer; Microscopy; Noise measurement; Neural networks; Pathology; Training; Task analysis; Breast cancer; microscopy image; convolutional neural network; guided attention; pattern recognition and classification,1
1328,Biogenic manganese oxides; Endophytic bacteria; Haem peroxidases; Manganese-oxidizing bacteria; Mn(II) oxidation.,1
1329,Intrusion detection; Wavelet transforms; Wavelet analysis; Continuous wavelet transforms; Protocols; Time-frequency analysis; Training; Controller area network; intrusion detection; in-vehicle network; wavelet analysis,0
1330,Caspase-3/8/9; IL-1β/4/6/10; NFκB; TNF-α.,1
1331,classification; data stream; concept drift; association rule,0
1332,Intrusion detection; XAI; NG-IoT; Deep learning,0
1333,High-voltage ICs (HVICs); insulated-gate bipolar transistors (IGBTs); power ICs; power semiconductor devices; power transistors; reduced surface field (RESURF); silicon on insulator (SOI),0
1334,Endoplasmic reticulum; Ferroptosis; Fluorescence imaging; Viscosity.,1
1335,endoscopic approaches to the skull base; microsurgery of the skull base; skull base approaches; skull base surgery; skull base tumour.,1
1336,Convolution; Feature extraction; Convolutional neural networks; Kernel; Periodic structures; Standards; Data mining; Graph neural networks; quantum walks; quantum graph convolution; quantum propagation,0
1337,Artificial intelligence (AI); Artificial Intelligence of Things (AIoT); Internet of Things; system design automation,0
1338,Digital video broadcasting; multiview video coding; mode decision; early termination; DIRECT mode,0
1339,Machine learning; Hardware accelerator; Deep learning; Neural networks; Parallel processing; Very large scale integration (VLSI); Low power; Switched capacitor,0
1340,Multiple instance learning; weakly supervised learning; CNN; OCT; CT; Macular Edema; emphysema; COPD,1
1341,image sensor; Bayer color filter array; multispectral filter array; demosaicking; residual interpolation,0
1342,Biofilm; Differential gene expression; Planktonic; S. Typhimurium; Transcriptome sequencing.,1
1343,RT-qPCR; arboviruses; epidemiological surveillance; mosquitoes; one health.,1
1344,Cryptosporidium; drinking water; QMRA; risk assessment; statutory monitoring; treatment,1
1345,Woodblock printed Chinese new year paintings; Woodblock image decomposition; Line block; Color block,0
1346,BiLSTM parsing; deep learning; dependency parsing; natural language processing; parsers; shift-reduce parsing; syntactic parsing; transition-based parsing,0
1347,Li metal anodes; MXene; free spaces; lithium dendrites; red phosphorus.,1
1348,Glucosinolate breakdown; Glucosinolate hydrolysis; Kelch motif; Molecular modeling; Site-directed mutagenesis; Specifier protein.,1
1349,Electron microscopy (EM); mitochondria; segmentation; shape features; supervoxels,1
1350,crystalline; hydride; hydroxyl; plasma functionalization; ultrathin silica film; vitreous.,1
1351,depression detection; transformer; multi-modal; audio-visual; adaptive fusion; multi-task; regression; classification; PHQ-8 score,0
1352,Delays; Measurement; Analytical models; Markov processes; Internet; IEEE transactions; Behavioral sciences; Caching under network delays; TTL caching; Markov arrival processes,0
1353,social-emotional orientation; physical education; professional development program; personal development,0
1354,Candida albicans; antifungal; ibrexafungerp; placebo; vulvovaginal candidiasis.,1
1355,Ambulatory care sensitive condition; Community health services; Intervention features; Social care; Systematic literature review.,1
1356,Mytilus galloprovincialis; actinoporin-like proteins; actinoporins; mytiporins; pore-forming toxins; protein pores.,1
1357,Approximate adders; Approximate computing; Power -delay product; Energy -delay product; Approximate image processing; Mean -squares prediction,0
1358,Diffusion kurtosis imaging; noncentral chi-distribution noise; parameter estimation; prior information,1
1359,Integrated adaptive cache management; GPGPU computing; high performance; energy efficiency,0
1360,epidemiological feature; laryngeal squamous cell carcinoma; non-alcohol drinking; non-smoking; oncological outcome.,1
1361,intelligent electronic device (IED); cyber attacks; energy management system (EMS); false data injection attack (FDIA),0
1362,frontonasal process; median facial cleft; sleep apnea.,1
1363,H.264; Scalable video coding; Fast mode decision; Spatial scalability; Macroblock type analysis,0
1364,breastfeeding; breastfeeding duration; mental health; postpartum depression; postpartum mental health; postpartum mothers.,1
1365,Biopharmaceuticals; Glycan; Glycoprotein; Native Mass Spectrometry; Oligomerization.,1
1366,Bicinchoninic acid assay; Carboxymethyl cellulose; Flow cytometry; Immunization; Immunoglobulin G; Interferon gamma; Microneedles; Polyvinyl pyrrolidone; Tetanus toxoid vaccine.,1
1367,Domain adaptation; Domain generalization; Correlation-alignment; Adversarial learning,0
1368,Flexible electronics; Wireless communication; Radio frequency; Wireless sensor networks; Tactile sensors; RFID tags; Production,0
1369,Adversarial perturbations; Adversarial attacks; Deep learning; Convolutional neural networks; Bezier curves,0
1370,Compressed sensing; MRI reconstruction; deep learning; optimization; parallel imaging; Rician noise,1
1371,Autonomy; Cognitive enhancement; Freedom; Neuroethics.,1
1372,Antidepressant; Female; Gender; Glucocorticoid; Mouse; Noradrenergic.,1
1373,Sentiment analysis; Linguistics; Neural networks; Task analysis; Markov processes; Cognition; Analytical models; Deep neural networks; linguistic hints; aspect-level sentiment analysis,0
1374,China; brand equity; innovation culture; firm performance,0
1375,CBCT; image reconstruction; TV; staircase effect; Hessian Schatten penalty,1
1376,Electronic memories; phase-change memories (PCMs); resistive random access memory (ReRAM); resistive switching (RS) memories,0
1377,Fact consistency; graph neural network; language model; pointer network; text summarization,0
1378,petroglyph; granite; conservation; weathering; stone deterioration,0
1379,High dynamic range; Vision models; Visual perception; Tone mapping; Inverse tone mapping; Cinema post-production,0
1380,Fluid–structure interaction model; Functional landscape; Internal canal width; Semicircular canal; Subarcuate fossa.,1
1381,Cave art; La Pasiega; Paleolithic; Historical documents; Context studies,0
1382,Retina; Image segmentation; Image registration; Feature extraction; Self-supervised learning; Task analysis; Feature detection; Rigid image registration; self-supervised learning; multimodal retinal image; convolutional neural network,1
1383,acoustic signal analysis; dynamic programming; information retrieval; multidimensional sequences; music,0
1384,Lithium; Quebec; opportunities; challenges; spodumene; electric vehicles,0
1385,radiation protection; skin contamination dose; dose coefficients; Monte-Carlo simulations; MCNP; FLUKA; GEANT4,1
1386,Food samples; HPLC-UV; Immobilized metal affinity magnetic nanoparticles; Magnetic solid-phase extraction; Sudan dyes.,1
1387,Batteries; converters; energy storage; multilevel systems,0
1388,Wireless power transmission; wireless power supply,0
1389,document analysis and understanding; logical labeling; neuro-fuzzy system; MIME-based mailing system; digital library of scientific papers; Recurrent Fuzzy Adaptive System ART-based (RFasArt),0
1390,Optical Metrology; Optical Holography; Holographic Interferometry Non Destructive Testing; Speckle Interferometry; Artwork conservation; Dimensional effects; Environment; Sensors,0
1391,Convolutional neural network; depth estimation; optical flow,0
1392,Endometriosis; Network pharmacology; Paeoniae Radix Alba; STAT3.,1
1393,People detection; People-background segmentation; Segmentation confidence map; Segmentation mask; Decision-level fusion; Fusion methods,0
1394,Healthy buildings; Energy efficiency; Day lighting; Dynamic control mathematical model; Tuning control of glazing's light transmittance; Building performance prediction,0
1395,transformative and transgressive learning; urban water; arts-based participatory inquiry; making (non)sense,0
1396,Artificial neural networks; Numerical pollen dispersion model COSMO-ART; Ambrosia pollen emission parameterization; Supervised learning,0
1397,Local learned descriptors; Inconsistency issue; The triplet loss function,0
1398,Data converters; data weighted averaging (DWA); digital-analog conversion,0
1399,feature point matching; GNN; VSLAM,0
1400,Factor theory; Matrix completion; Top-view visualization; Video representation,0
1401,Biometrics; face recognition; multi-spectral imaging; light-field imaging,0
1402,Cichlid; Pundamilia nyererei; mitogenome.,1
1403,Apoptosis; Fluoride; Mitochondria; Mitophagy; Osteocytes; ROS.,1
1404,Event validation; SDVN; Trust; Recommendation; Trusted; Untrusted,0
1405,Abatement policies and mechanisms; Bibliometrics; Carbon emission reduction; Carbon neutrality; Climate change mitigation.,1
1406,Bag; Contained morcellation; Laparoscopic myomectomy.,1
1407,human immunodeficiency virus; Hispanic; Latino; Puerto Rico; migrants and immigrants; HIV medical care; ART prescription; retention in medical care; viral suppression; Ryan White HIV; AIDS Program,1
1408,Co-existing networks; underlay; downlink; sum throughput; sum ergodic rate; network management,0
1409,ACL; knee extensors; preoperative physiotherapy.,1
1410,Mesolithic; Idol; Monumental sculpture; Representational tradition; Sanctuary; Art; Ural; Western siberia,0
1411,Visualization; Indexes; Human computer interaction; Visual databases; Usability; Computer science; Subgraph query; query autocompletion; database usability,0
1412,Texture classification; Sparse representation; Manifold learning; Multi-manifold analysis; Few training image,0
1413,image categorization; bag-of-words; Gaussian mixture model; expectation-maximization; Bayesian adaptation,0
1414,Atrial fibrillation; Rate control; Rhythm control.,1
1415,Antioxidant activity; Extracellular polysaccharides; Structural characteristics; Talaromyces purpureogenus.,1
1416,Analog to digital conversion; continuous time delta-sigma modulator; delta-sigma beamforming; phase-shift beamformer; single-sideband beamformer; ultrasound,1
1417,Epinephelus coioides; Evolution; IRF10; Orange spotted grouper; Vertebrate.,1
1418,Assisted reproductive technology (ART); imbalanced dataset; ROC; incremental classifiers; data balancing; feature selection,0
1419,2D materials; ZnO nanorods; force sensors; low dimensional materials; piezo-gated field-effect transistors; piezoelectric effect.,1
1420,Faces; Detectors; Perturbation methods; Forensics; Visualization; Face recognition; Generative adversarial networks; Local perturbation; generated face; anti-forensics; generative adversarial network; double mask,0
1421,Distress; Exclusion; Problem-solving; Self-harm; Self-injury.,1
1422,Dyskeratosis congenita; Gastric cancer; Perioperative management; Thrombocytopenia.,1
1423,Remote sensing; Task analysis; Feature extraction; Satellites; Supervised learning; Image resolution; Head; Classification; contrastive learning; remote sensing; self-supervised learning; smoothed representation,0
1424,Myrciaria; Myrtaceae; biological activity; phytochemistry; phytotherapy.,1
1425,NAR2; NRT2; Nitrogen deprivation; Oil palm; Two-component nitrate uptake system.,1
1426,CRISPR toolkit; Saccharomyces cerevisiae; genome editing; locus characterization; standardization; synthetic biology.,1
1427,Antioxidant capacity; Immune response; Intestinal microbiota; Intestinal morphology; Poultry by-product meal; Procambarus clarkia.,1
1428,Chamfer template matching (CTM); image segmentation; object detection,0
1429,Fukushima Daiichi Nuclear Power Plant accident; Market basket study; annual committed effective dose; dietary intake; low background 2π gas-flow counter; strontium-90.,1
1430,Basic reproduction number; Conflict dynamics; Ebola virus disease; Nonstandard finite difference method; Patch model; Stability.,1
1431,Machine learning; Activity recognition; Training; Feature extraction; Neural networks; Biological system modeling; Activity recognition; deep learning; convolutional neural networks; sensor; local loss,0
1432,IoT; Cyber security; Deep learning; Intrusion detection; Supervised learning,0
1433,Retirement planning; defined benefit pension; defined contribution pension; financial literacy; retirement security; understanding America study.,1
1434,arts-based methods; cellphilms; engagement; knowledge; values; water,0
1435,3-D floorplanning; 3-D IC; fixed-outline floorplanning; through-silicon vias (TSVs); TSV placement,0
1436,DNA contamination removal; DNA extraction; ancient DNA; paleogenomics.,1
1437,Geo-localisation; Single Aerial Image; CNN; Deep Learning,0
1438,Calcium; Chemoprevention; Colorectal neoplasms; Diet; Fatty acids; omega-3.,1
1439,Chaperones; Congenital disorders of glycosylation; ERAD; Gangliosides; Glycolipids; Glycosyltransferases; N-glycans; N-glycoproteins; Processing; Trimming.,1
1440,Weather derivatives; Rainfall; Machine learning,0
1441,Colon cancer; Oct4; SCF/c-Kit signaling pathway.,1
1442,Accelerated MRI; unsupervised learning,1
1443,Boronate-based probes; Cell imaging; Electrochemical biosensors; Hydrogen peroxide; Nanomedicines; Prodrugs; Reactive oxygen species.,1
1444,Ichnology; Cave art; Upper Paleolithic; Preservation; Traces; Subterranean context,0
1445,Ecological risk index; Groundwater; Hazard index; Health risk assessment; Hydrochemistry; Principal component analysis.,1
1446,Encoder-decoder network; Clothing parsing; Attention learning; Features modulation; Self-supervised learning,0
1447,Computational complexity; Hardware; Convolutional neural networks; Memory management; Clocks; Quantization (signal); Convolutional neural networks (CNNs); local binary CNN (LBCNN); VLSI,0
1448,Aptamer ligand; Cellular behavior; DNA origami; Multivalency; Receptor oligomerization.,1
1449,Action recognition; Benchmark dataset; Multi-view; Multi-modalidy; Cross-view; Multi-task; Cross-domain,0
1450,Electrocardiograph (ECG); microcontroller; subthreshold; system-on-chip; ultra-low-power; wireless,1
1451,Zentangle; art therapy; mindfulness; family social services; information and communication technology; community-based; COVID-19,0
1452,TAK1; adipocytes; insulin signalling; mTOR; methylglyoxal; signalling.,1
1453,COVID-19; anti-SARS-CoV-2 serostatus; casirivimab and imdevimab; hospitalized; monoclonal antibodies; neutralizing antibodies.,1
1454,Anaesthesia; electrochemical sensor; embedded device; machine learning (ML); therapeutic drug monitoring (TDM),0
1455,Drug delivery system; Mechanism of action; Nanomaterials; Targeting; Tumor microenvironment.,1
1456,injection locked; opto-electronic oscillator (OEO); phase noise; spurious level,1
1457,Climate change; Drought; Ecotoxicology; Insecticide; Marine; Menidia beryllina.,1
1458,Biomedical; magnetic induction; volume integral,0
1459,Image color analysis; Semantics; Gray-scale; Hemorrhaging; Training; Generative adversarial networks; Task analysis; Colorization; generative adversarial network; saliency map,0
1460,Transformers; Visualization; Medical diagnostic imaging; Feature extraction; Task analysis; Decoding; Training; Medical report generation; image caption; transformer; image-text matching,1
1461,Nanostructures; nanophotonics; surface plamsmon polariton,0
1462,Wireless sensor; Near-field communication (NEC); Preventive care; Microclimate; Panel painting; Cultural heritage,0
1463,VITAL Start; HIV; adherence; retention; Malawi; sub-Saharan Africa; acceptability,0
1464,Hurricane wind hazard; Climate change; Sea temperature; Hurricane frequency,0
1465,allostatic load; child abuse and neglect; physical health; social support.,1
1466,natural ecology; ecological carrier; ecological philosophy; music aesthetic education,0
1467,Non-line-of-sight (NLOS) imaging; time-of-flight; seeing-around-corners; algebraic reconstruction technique (ART); kaczmarz method,0
1468,Epigenetics; Long noncoding RNA; X-chromosome inactivation; Xist.,1
1469,Multi-objective function; Genetic algorithms; Optimization; Pareto-optimal; Evolutionary computation,0
1470,Antiviral effects; Danio rerio; Natural small molecules; Spring viremia of carp virus; Virus internalization.,1
1471,Teeth; Image segmentation; Dentistry; Semantics; Task analysis; Shape; Knowledge based systems; Tooth segmentation; semantic graph attention; anatomical association modeling; CBCT images,1
1472,armed conflict; anti-retroviral therapy; HIV patient loss to follow up; Bunia; RDC,0
1473,Malware; Feature extraction; Machine learning; Decision trees; Forestry; Support vector machines; Boosted random forest; computer security; fuzzy decision tree; malware classification,0
1474,Time series analysis; Forecasting; Predictive models; Artificial neural networks; Industries; Load modeling; Market research; Long short-term memory (LSTM); multiple seasonality; neural networks (NNs); recurrent neural network (RNN); time-series forecasting,0
